8035C14D35F4,AP-TRJ-W-20,2020-10-31T18:29:12.822Z,1.5849
8035C14D35F4,AP-TRJ-W-20,2020-10-31T18:30:12.822Z,1.5849
8035C14D35F4,AP-TRI-O-04,2020-10-31T18:30:12.822Z,2.3263
8035C14D35F4,AP-TRI-O-16,2020-10-31T18:30:12.822Z,1.9953
8035C14D35F4,AP-E04-P4-A-19,2020-10-31T18:30:12.822Z,2.5119
8035C14D35F4,AP-TRI-O-16,2020-10-31T18:31:12.822Z,1.9953
8035C14D35F4,AP-TRI-O-04,2020-10-31T18:31:12.822Z,2.3263
8035C14D35F4,AP-E04-P4-A-19,2020-10-31T18:31:12.822Z,2.5119
8035C14D35F4,AP-E04-P4-A-19,2020-10-31T18:32:12.822Z,0.2929
8035C14D35F4,AP-E04-P4-E-05,2020-10-31T18:32:12.822Z,2.7123
8035C14D35F4,AP-E04-P4-E-05,2020-10-31T18:33:12.822Z,2.7123
8035C14D35F4,AP-E04-P4-A-19,2020-10-31T18:33:12.822Z,0.2929
8035C14D35F4,AP-E04-P4-E-05,2020-10-31T18:34:12.822Z,2.7123
8035C14D35F4,AP-E04-P4-A-19,2020-10-31T18:34:12.822Z,0.5843
8035C14D35F4,AP-E04-P4-A-19,2020-10-31T18:35:12.822Z,0.4299
8035C14D35F4,AP-E04-P4-E-05,2020-10-31T18:35:12.822Z,2.5119
8035C14D35F4,AP-E04-P4-A-19,2020-10-31T18:36:12.821Z,0.5843
8035C14D35F4,AP-E04-P4-E-05,2020-10-31T18:36:12.821Z,2.5119
8035C14D35F4,AP-E04-P4-A-19,2020-10-31T18:37:12.822Z,0.3415
8035C14D35F4,AP-E04-P4-A-19,2020-10-31T18:38:12.822Z,2.9286
8035C14D35F4,AP-E04-P4-A-19,2020-10-31T18:39:12.822Z,0.7356
8035C14D35F4,AP-E04-P4-A-19,2020-10-31T18:40:12.822Z,0.5012
8035C14D35F4,AP-E04-P4-E-05,2020-10-31T18:41:12.822Z,2.7123
8035C14D35F4,AP-E04-P4-A-19,2020-10-31T18:41:12.822Z,0.5012
8035C14D35F4,AP-E04-P4-A-19,2020-10-31T18:42:12.822Z,0.3981
8035C14D35F4,AP-E04-P4-E-05,2020-10-31T18:42:12.822Z,2.7123
8035C14D35F4,AP-E04-P4-A-19,2020-10-31T18:43:12.822Z,2.5119
8035C14D35F4,AP-E04-P4-E-05,2020-10-31T18:43:12.822Z,2.7123
8035C14D35F4,AP-E04-P4-A-19,2020-10-31T18:44:12.822Z,0.4299
8035C14D35F4,AP-E04-P4-A-19,2020-10-31T18:45:12.822Z,0.4299
8035C14D35F4,AP-E04-P4-A-19,2020-10-31T18:46:12.822Z,0.4299
8035C14D35F4,AP-E04-P4-E-05,2020-10-31T18:46:12.822Z,2.7123
8035C14D35F4,AP-TRI-O-04,2020-10-31T18:46:12.822Z,2.9286
8035C14D35F4,AP-TRI-O-04,2020-10-31T18:47:12.822Z,2.9286
8035C14D35F4,AP-E04-P4-E-05,2020-10-31T18:47:12.822Z,2.7123
8035C14D35F4,AP-E04-P4-A-19,2020-10-31T18:47:12.822Z,0.4299
8035C14D35F4,AP-E04-P4-E-05,2020-10-31T18:53:22.962Z,2.7123
8035C14D35F4,AP-E04-P4-A-19,2020-10-31T18:53:22.962Z,0.5412
8035C14D35F4,AP-TRI-O-04,2020-10-31T18:53:22.962Z,2.9286
8035C14D35F4,AP-E04-P4-E-05,2020-10-31T18:54:22.962Z,1.8478
8035C14D35F4,AP-E04-P4-A-19,2020-10-31T18:54:22.962Z,2.3263
8035C14D35F4,AP-E04-P4-A-19,2020-10-31T18:55:22.962Z,2.3263
8035C14D35F4,AP-E04-P4-E-05,2020-10-31T18:55:22.962Z,1.8478
8035C14D35F4,AP-E04-P4-A-19,2020-10-31T18:56:22.962Z,1.5849
8035C14D35F4,AP-TRJ-W-20,2020-10-31T18:57:22.962Z,2.5119
8035C14D35F4,AP-E04-P4-A-19,2020-10-31T18:57:22.962Z,0.5412
8035C14D35F4,AP-E04-P4-E-05,2020-10-31T18:57:22.962Z,1.4678
8035C14D35F4,AP-E04-P4-E-05,2020-10-31T18:58:22.962Z,1.4678
8035C14D35F4,AP-E04-P4-A-19,2020-10-31T18:58:22.962Z,0.3687
8035C14D35F4,AP-TRJ-W-20,2020-10-31T18:58:22.962Z,2.5119
8035C14D35F4,AP-E04-P4-E-05,2020-10-31T18:59:22.962Z,2.3263
8035C14D35F4,AP-E04-P4-A-19,2020-10-31T18:59:22.962Z,0.1995
8035C14D35F4,AP-E04-P4-E-05,2020-10-31T19:00:22.962Z,2.5119
8035C14D35F4,AP-E04-P4-A-19,2020-10-31T19:00:22.962Z,0.6813
8035C14D35F4,AP-E04-P4-A-19,2020-10-31T19:01:22.962Z,0.4642
8035C14D35F4,AP-E04-P4-E-05,2020-10-31T19:01:22.962Z,2.5119
8035C14D35F4,AP-E04-P4-E-05,2020-10-31T19:02:22.962Z,2.3263
8035C14D35F4,AP-E04-P4-A-19,2020-10-31T19:02:22.962Z,2.1544
8035C14D35F4,AP-E04-P4-A-19,2020-10-31T19:03:22.962Z,0.3415
8035C14D35F4,AP-E04-P4-E-05,2020-10-31T19:03:22.962Z,2.3263
8035C14D35F4,AP-E04-P4-E-05,2020-10-31T19:04:22.962Z,2.7123
8035C14D35F4,AP-E04-P4-A-19,2020-10-31T19:04:22.962Z,1.7113
8035C14D35F4,AP-E04-P4-A-19,2020-10-31T19:05:22.962Z,0.3415
8035C14D35F4,AP-E04-P4-E-05,2020-10-31T19:05:22.962Z,2.7123
8035C14D35F4,AP-E04-P4-E-05,2020-10-31T19:06:22.962Z,2.7123
8035C14D35F4,AP-E04-P4-A-19,2020-10-31T19:06:22.962Z,1.8478
8035C14D35F4,AP-E04-P4-E-05,2020-10-31T19:07:22.962Z,2.7123
8035C14D35F4,AP-E04-P4-A-19,2020-10-31T19:07:22.962Z,0.3687
